门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
太虚      80        3300      76983     125       234       1657      646       653       363       37        345       3250      3015      4114      1262      988       0         0         0         笺婳谦乀
冰心      80        2200      76980     126       234       987       780       457       457       31        335       3144      3195      4584      684       509       0         0         0         梦丶飘零
冰心      80        6000      86651     152       234       1100      798       469       436       45        335       3811      3998      5531      763       593       0         0         24        心有今月丶
弈剑      80        7500      98013     195       243       3758      1497      851       567       32        373       2579      1956      3560      1258      2380      0         0         221       丷千珏灬
荒火      80        1900      67514     78        234       613       283       2222      1067      0         393       3438      506       1048      1540      340       0         0         0         丷心梦丷
冰心      80        4000      85284     153       238       1107      713       568       459       46        335       3756      3586      5319      750       632       0         70        23        湮小离
冰心      80        1800      65483     80        234       1091      715       575       497       25        345       2847      2373      3724      713       571       0         0         0         旧人旧城旧梦丶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
冰心      80        5699      91308     195       235       1103      788       536       390       46        335       4038      3554      6012      785       770       0         16        0         姝妤丶
天机      80        6149      89156     150       236       814       514       3149      1912      0         451       5973      764       1813      1763      421       0         164       0         蓝斯言
云麓      80        2295      79165     94        234       3535      1742      841       563       39        338       1510      1135      3426      2176      239       22        0         0         逆战灬踏清秋
翎羽      80        5900      88806     195       235       681       461       3470      1758      0         451       3119      1164      1633      2121      319       16        6         0         弓满乾坤啸苍穹
弈剑      80        2100      70787     83        234       2380      1088      650       507       13        336       2092      1702      2923      1109      1104      0         0         0         宫承
冰心      80        8800      94526     195       244       1138      761       553       494       51        333       5116      4101      6038      868       533       0         0         0         邻居家的乖奶爸
云麓      80        5400      89796     195       234       4164      1970      937       637       44        330       1800      1036      4169      2436      305       24        0         0         妍妍丶小跟班
太虚      80        5000      94269     174       239       1494      807       644       384       39        330       4088      3781      5752      1189      279       54        6         26        紫瑾丶
冰心      80        3550      81070     150       234       913       789       469       448       44        336       3456      2872      5549      779       640       0         38        0         乄轻鸢未落丶
冰心      80        5000      84271     153       237       1087      764       555       543       46        330       4183      3516      4373      890       677       0         0         0         乀想得到挺美
云麓      80        8200      98511     195       260       3723      1657      932       576       48        330       1811      1450      3739      1899      2303      25        156       244       杳丷吨吨
云麓      80        8100      94603     198       254       4127      1992      968       653       50        340       1788      1372      3869      2425      353       0         98        0         尤克里里
幽篁      80        9200      98224     195       260       4020      1738      796       393       33        416       2288      2260      4000      1338      1941      5         108       240       風海
弈剑      80        2200      70208     125       234       1298      623       1317      695       1         430       3008      2333      2563      1277      1493      0         0         0         冰在乄流泪
弈剑      80        8200      100132    195       256       3959      1612      896       565       29        416       2994      1989      3311      1290      2661      0         0         229       乄渊
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
荒火      80        3700      86162     140       235       705       372       3190      1367      0         420       4715      769       1340      1554      332       0         0         0         着一身淡淡的蓝
太虚      80        4280      81050     129       234       2747      1354      692       332       35        361       1868      1981      3619      1545      2136      0         0         293       野生小道姑
翎羽      80        2100      77371     123       234       622       365       2566      1622      0         480       2960      947       1400      1723      663       0         0         0         天使带翅膀
天机      80        4150      71619     129       236       679       367       2220      1412      1         397       4863      711       1609      1192      461       0         0         0         乀紅塔山丶
冰心      80        6000      82948     137       236       1107      860       575       487       40        330       3586      3515      5606      879       383       0         18        0         穆然回暖丷
冰心      80        5300      91467     150       234       1258      857       662       490       49        330       4099      3620      6040      833       336       25        81        0         贵族少女李铁牛
云麓      80        3000      78216     120       235       3096      1842      836       562       39        351       1626      1114      3939      1968      252       0         0         0         乀萌哒奶
天机      80        8000      93800     195       240       895       518       2753      1400      0         458       6320      1448      2714      2152      2142      0         89        25        少典乀
天机      80        8000      89148     180       243       705       412       2495      1054      0         493       5776      991       2391      1771      2034      0         381       43        你一贱丶我就笑
冰心      80        6998      102038    198       252       1305      975       663       526       51        330       4185      3772      6732      881       230       0         11        0         吧啦吧啦老魔仙
太虚      80        2250      79047     118       234       2795      1436      717       333       37        351       1947      2064      4032      1604      1650      0         0         27        那个太虚
弈剑      80        5000      85281     150       254       1265      464       2243      1061      9         402       3838      1642      2562      1865      2269      0         0         17        叶落灬無柰
冰心      80        5299      93058     162       240       1149      835       597       549       46        330       4259      3677      5939      838       523       0         41        26        敲软萌的小奶猫
鬼墨      80        3800      88669     135       234       2168      852       886       500       34        345       2966      3298      5660      927       798       0         13        0         丷浅汐丷
鬼墨      80        9999      99607     196       254       1759      668       1095      667       42        330       4839      4420      6094      958       297       0         39        0         上古龍瑝
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
弈剑      80        6890      82242     150       254       1257      522       1805      1022      0         430       3456      3078      2970      1909      1989      0         0         0         乄完颜奕涵丶
幽篁      80        5400      97065     198       244       4114      1630      704       393       13        415       1865      1914      3613      1297      1760      0         15        286       少油无盐孟婆汤
翎羽      80        4397      88020     195       234       716       419       3403      1703      0         446       4002      1037      1430      2039      426       68        0         0         射妳丶不戴套灬
冰心      80        4175      84472     155       248       1140      684       505       488       35        335       3453      4074      5260      750       684       0         20        0         玉貌娇颜小夭夭
魍魉      80        10000     97637     180       265       543       322       2248      643       0         426       4644      1563      2054      2659      3228      0         0         226       幽幽为析乀
天机      80        2070      72787     121       234       653       402       2260      1170      0         403       6291      647       1366      1399      1595      0         0         0         丷神威
冰心      80        8200      83067     150       252       1095      754       517       401       41        333       3584      3764      5638      777       421       0         42        0         乄惊鸿丶
太虚      80        7200      101550    195       241       2689      2309      835       411       34        359       3168      2015      4362      1727      397       22        5         0         国度銘空
冰心      80        3200      74829     119       234       1125      692       602       478       32        355       3659      2406      3877      663       555       0         0         0         丷童谣丷
天机      80        6800      84163     150       243       779       439       2636      1268      0         416       6239      1844      3122      1435      1592      0         47        0         乄千雪丶
弈剑      80        5900      96123     196       234       1039      369       2662      1348      0         494       3747      2320      2734      1921      2177      0         0         97        水中贵族百岁山
冰心      80        7100      83932     130       241       1243      881       467       406       41        334       3347      2507      5687      951       385       26        24        0         绯樱閑乀
天机      80        2600      77456     121       234       708       402       2253      977       0         414       5291      334       1434      1330      2021      0         195       0         伤一人毁一诚
魍魉      80        3599      80563     119       236       514       304       2045      531       0         402       3779      1776      1474      1853      2433      0         0         0         西柚养乐多丷
弈剑      80        6900      95226     195       248       3882      1450      855       554       35        354       2616      1681      3391      1605      2500      0         25        347       灬帅尐白丶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
冰心      80        2099      62163     96        235       827       652       585       528       20        330       3096      2227      3936      527       295       0         84        0         提笔写柔情
太虚      80        6000      95651     195       240       3228      2065      735       405       44        330       2557      1689      4009      1853      1716      4         0         20        丷谜疏灬
弈剑      80        8600      102687    198       236       3757      1570      790       688       38        371       2837      1650      3469      1755      2600      37        0         322       贰乄懵
太虚      80        2750      78230     126       235       1591      731       701       390       35        330       2702      3173      4791      1124      710       0         21        26        乄心若灵雨
冰心      80        7000      90436     143       234       1113      765       507       458       54        337       3748      3529      6191      662       579       0         117       0         脱缰的野奶
弈剑      80        6500      82180     129       234       1056      434       2166      971       0         472       3708      1930      2186      1992      1980      0         29        54        九黎城乄天天
天机      80        6260      88198     162       250       894       486       2853      1728      0         440       5371      684       1662      1982      480       20        166       0         丷鳶語慕君哖
冰心      80        3999      78418     132       234       1649      1046      580       502       48        336       3528      1395      4717      1262      592       0         0         0         君倾卿
太虚      80        3990      84274     136       234       3051      1467      643       398       33        338       1557      2069      3848      1543      2233      0         0         246       乄绫安丶
弈剑      80        7700      95063     195       254       1032      366       2654      966       0         484       4052      2271      2556      2427      2502      0         55        79        佛系丷小哥哥
太虚      80        9600      97632     196       258       3613      1675      862       433       40        392       2575      2142      4189      1750      2211      0         0         328       杂物军需官
冰心      80        5900      85635     150       234       1247      923       485       412       40        330       3289      3098      5488      811       440       0         112       0         不只为风月情浓
冰心      80        5699      92183     137       234       1469      934       541       461       49        330       3375      3953      5161      792       274       0         15        0         灬诺丷唯乄
冰心      80        5400      89376     156       237       1226      793       620       442       46        330       4308      3701      5799      887       901       0         0         23        孟倾
天机      80        9200      102440    210       244       760       462       2906      1221      0         483       6474      929       3014      2558      2388      0         328       113       丶如也
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
冰心      80        5400      84608     153       255       1296      824       489       412       42        340       3635      3685      4975      714       476       44        54        0         乄天韵诺颜
弈剑      80        7000      96809     161       237       1237      438       2568      1068      0         491       3630      2449      3222      2836      2720      23        0         41        醉丶繁華灬
太虚      80        8500      97307     195       236       3812      2087      755       431       40        346       2357      1822      4139      2190      2183      0         0         289       不忆旧梦
魍魉      80        5800      76803     122       234       1075      866       885       439       65        335       4386      1862      2436      748       684       0         21        0         丶帅帅丶
冰心      80        4565      88050     150       236       1348      838       512       399       40        336       3435      3643      6155      579       313       20        55        0         时沫兮
魍魉      80        9100      96268     195       235       624       314       2803      699       0         403       4274      1205      1848      2205      3103      0         26        291       弦夜拂歌
鬼墨      80        6000      91724     180       247       1944      736       925       535       40        333       4227      3164      5394      957       530       20        61        30        丷淡然一笑乀
幽篁      80        5400      97523     195       238       1253      461       3604      1457      0         410       4751      1215      2257      1510      2217      0         54        100       神乄阳光
魍魉      80        6000      73572     72        234       698       406       1000      634       60        330       4316      1844      2240      844       842       0         27        0         鬽灬
冰心      80        3950      76710     138       234       1218      740       505       505       44        335       3148      3453      5009      612       344       0         24        0         乀羽墨清音
冰心      80        4880      85157     147       234       1423      859       607       406       45        330       3962      3677      5808      745       456       27        20        0         淸茶微凉
弈剑      80        4050      85235     195       238       1004      348       2138      920       1         424       3134      1712      2294      1622      2267      0         0         31        乄秋风烬
鬼墨      80        4500      90275     162       234       1973      924       979       532       26        359       3250      3771      4716      1330      846       0         130       46        丷暮雨浔茶丷
魍魉      80        8888      97069     195       236       691       327       2930      1036      0         418       4569      1254      1965      1935      2952      0         0         185       红酒千年
天机      80        5000      89363     156       252       762       418       2953      1395      0         462       5859      961       2451      1668      1904      0         188       26        丨灬南屿丶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
弈剑      80        8000      93913     196       258       3348      1337      766       542       26        380       2895      2332      3548      1054      2740      0         22        204       木子木木心
天机      80        2900      70074     129       234       780       442       2031      1232      0         399       5906      792       1414      1448      805       0         0         0         狼乄寞寞
冰心      80        8000      94306     195       234       1122      766       526       378       46        330       4234      4086      5783      769       618       0         17        0         蝶杳
云麓      80        3200      82095     139       234       3365      1472      795       535       39        357       1476      1275      3407      1670      1738      0         19        209       小狼哥哥
幽篁      80        7500      92123     195       235       1067      427       3145      1235      0         453       4717      982       1887      1904      1720      0         273       266       鱼丸面乀
天机      80        5450      87672     153       240       820       506       2749      1417      0         471       5668      579       1847      2273      720       0         219       0         丶丷梧桐丷丶
荒火      80        9500      97581     203       236       760       394       3127      1283      0         418       6009      689       1712      2008      563       51        0         0         迷路的小蜜蜂
天机      80        5600      85511     195       235       713       432       2652      1525      0         446       5470      673       1542      1791      520       5         109       0         灬墨风灬
冰心      80        7500      91627     195       253       1138      748       502       403       53        334       4382      4006      5612      630       632       0         38        0         千里丹枫
弈剑      80        6000      90604     195       236       1495      637       1431      727       3         414       3864      3657      4605      1124      1589      0         36        54        垠宕湿溦
幽篁      80        3500      83183     150       235       1165      458       2690      1197      7         473       3425      2075      2559      1656      1597      0         0         41        一抹骄阳丷柔情
弈剑      80        5000      81064     124       234       3282      1393      687       504       25        407       2187      2043      3331      1272      1948      0         0         0         苏栀凉丶
魍魉      80        3600      83078     150       237       482       285       2212      706       0         413       3721      1279      1583      2109      2383      0         21        0         世间冷暖鸭陪你
太虚      80        4500      80639     123       235       2937      1368      821       410       30        357       1639      1974      3819      1695      2177      0         0         138       檤可盗匪長釖
云麓      80        3333      83522     128       245       3395      1566      925       607       40        330       1592      1321      3601      1598      1871      0         23        125       青澐丶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
荒火      80        5000      86427     195       234       695       361       2986      1077      0         434       4274      801       1394      1591      2255      0         27        341       丶紅歌
冰心      80        4000      81224     162       234       1262      808       681       493       42        342       3719      2156      4820      774       571       0         14        0         丷韵儿丶
太虚      80        2800      71313     88        234       2292      1116      699       358       35        374       1605      1713      3168      1261      1428      0         0         0         夏道士
冰心      80        5096      87197     195       234       1008      712       527       417       50        330       3882      3281      5628      727       490       0         69        0         时雾丶
弈剑      80        6000      85144     195       234       1563      602       623       518       39        337       4263      3971      5284      777       1012      0         0         0         乄清半夏丶
冰心      80        4884      84373     150       244       1124      736       481       410       37        330       4008      4043      4780      559       593       0         43        0         蜜小香丶
太虚      80        6000      89993     150       240       3066      1379      739       353       41        340       2290      1907      4354      1745      2198      20        25        91        折影凤栖弦乀
云麓      80        5400      92146     195       235       3819      1555      927       626       45        350       1840      1198      3864      2010      2217      16        97        214       丶怪叔叔
翎羽      80        2101      74046     120       234       641       382       2562      1197      0         429       4270      907       594       1469      805       0         0         0         消失乄回憶丶
天机      80        4400      91751     156       235       910       520       2555      1282      0         477       6166      727       2146      1778      1850      26        354       0         丷长夜未殇
冰心      80        3500      83716     150       242       1277      913       622       459       40        330       3696      3425      5129      809       415       0         94        0         丷罂樰莳柒荹丶
天机      80        7500      99296     195       235       768       486       3267      1534      0         477       5777      652       2225      1781      2246      0         0         94        姬尼別走乀
太虚      80        4200      76790     113       234       1246      588       610       374       40        330       3247      2965      5280      1205      540       0         40        0         飘雪乀樱花落
冰心      80        5750      91550     153       234       1249      860       587       474       50        330       4163      4157      6209      711       471       0         37        0         一大波软妹丶
冰心      80        7700      97573     211       234       1008      832       571       445       48        346       4163      3804      6464      822       368       0         23        0         既见君子乀
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
云麓      80        4888      75665     116       253       3145      1580      888       548       43        344       2092      1410      3474      1800      646       0         0         0         落远岑
冰心      80        9999      101013    195       273       1245      776       662       472       59        336       4122      3781      6439      835       555       0         43        0         傳说丶淡染
翎羽      80        6950      96198     195       239       761       458       3569      1995      0         473       5494      1119      1939      1671      437       81        11        0         宁雪凡
冰心      80        3150      85425     138       237       1469      979       647       439       47        332       3659      3334      5619      886       499       0         22        0         东宸媺玉
天机      80        4950      84851     150       235       780       464       2194      2194      0         442       5448      664       2691      1745      579       0         0         0         哪里天空不下雨
冰心      80        6800      96732     195       244       1446      932       724       498       41        341       4194      3839      6424      662       483       0         31        0         婼雨倾颜
云麓      80        3430      78328     122       235       3267      1872      844       567       44        347       2041      1185      4341      1845      194       0         0         0         打我胖十斤
冰心      80        6499      90202     160       234       1462      972       614       468       51        330       3431      2412      5996      758       567       0         96        0         寒霜雾
鬼墨      80        3200      82429     136       237       3285      1449      893       526       21        374       1891      1704      3441      1665      1776      0         0         25        不可思丶意先生
太虚      80        2700      76469     118       234       1914      977       563       309       38        357       3237      2613      3896      792       870       0         0         0         凌丶尐枫
龙巫      80        6000      89512     195       240       2885      1869      725       545       33        350       3564      580       2806      1961      326       70        0         0         乀故尘
弈剑      80        4800      86840     195       243       3569      1400      759       420       30        374       2462      1895      3434      1664      1986      0         0         174       乀雲天灬
弈剑      80        6000      83545     132       236       1151      443       2266      2266      3         445       2947      1476      2440      1573      313       13        0         0         廿日桃花
弈剑      80        2149      77228     120       234       1920      825       1301      617       25        410       2582      1633      2924      1455      1763      0         0         25        丷琴瑟
冰心      80        4600      80219     140       241       1246      786       490       416       41        335       3052      3159      4982      832       386       0         0         0         一枝梨花奶泡茶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
太虚      80        3500      79182     141       234       2923      1523      677       345       40        345       2569      1710      3496      1304      1617      0         10        0         清思若怀霜
冰心      80        4850      86757     177       235       1160      633       530       407       49        335       3528      3126      5862      615       321       0         11        0         乀青瞳大魔王
天机      80        9199      102286    197       252       829       499       3180      1400      1         478       5847      593       2608      2194      2345      0         240       48        乄清酒南歌丶
冰心      80        7890      92659     195       234       1167      663       488       394       50        336       4107      3789      5776      677       460       0         47        0         顾清酒
天机      80        3200      79931     121       237       734       404       2293      1434      0         426       5819      938       1251      1166      645       24        34        0         薄薄白衣叹乀
太虚      80        4950      86567     156       236       2714      1257      681       399       31        357       2765      1505      3293      1665      2147      0         0         137       鱼躍此时海丶
弈剑      80        3788      85225     155       236       3054      1310      913       540       20        352       2416      1754      3271      1096      2155      0         0         81        乀该死的温柔
龙巫      80        4399      85212     150       236       681       521       2659      1094      0         412       4210      708       1571      1375      1974      0         0         70        乀迟澼
天机      80        7777      99594     198       248       736       430       2632      1363      0         480       6461      1324      2758      1870      1884      0         51        44        口青青苹果香口
天机      80        3099      82155     134       234       806       446       2466      1249      0         428       5237      699       1797      1613      1847      0         81        26        乄南国灬
冰心      80        6300      90120     150       234       1132      769       538       419       54        333       4038      3188      6505      803       509       0         6         0         安芝若素素尐素
云麓      80        3200      80806     150       234       3183      1370      738       488       34        334       1688      1172      3484      1869      1863      0         38        26        慕丶铃兰
冰心      80        7999      98377     201       257       1195      793       530       474       52        330       4022      3831      6334      720       474       0         12        0         天真无邪千小夏
太虚      80        8300      95152     195       240       1271      596       592       277       36        330       3849      5031      5829      903       837       0         33        65        萝莉女神乔殿下
幽篁      80        6990      98409     198       254       1636      648       704       400       42        334       4781      4739      5587      766       394       0         115       26        乄神丷偷奶爸
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
天机      80        2970      71506     138       234       758       417       1652      874       0         405       6209      1716      2564      1243      1137      0         0         0         乄东小嶽丶
鬼墨      80        2500      81615     126       234       2236      969       868       511       31        330       3133      2876      5161      1017      795       0         18        0         庄园的别墅
天机      80        7000      95082     195       235       676       412       2923      1323      0         476       6068      687       1925      1889      2289      0         8         86        世尘
冰心      80        8500      91643     195       234       1364      865       410       389       51        336       4118      3784      5516      814       500       0         30        18        花油油丶
弈剑      80        4350      85484     150       234       1124      403       2227      1068      0         460       3418      2397      2799      2114      2306      0         0         22        乄宁兮丶
太虚      80        6500      83440     150       234       3039      1455      750       401       37        348       2434      2121      3913      1660      1922      0         0         102       青寐丷
弈剑      80        4000      75730     115       234       1026      379       2063      830       0         448       3421      2272      2597      1620      1850      32        0         0         竹芷待清归丷
弈剑      80        3555      75786     132       238       3290      1399      643       454       24        348       2120      1634      3124      1133      2012      0         0         62        下线了丶丶
魍魉      80        6900      92493     195       246       511       301       2203      573       0         443       4984      1527      2550      2121      2740      0         300       193       卍十殿阎罗卍
天机      80        6390      92618     170       234       894       505       2684      1419      0         440       6221      937       2114      2098      1986      0         171       37        默铭其妙丷
冰心      80        5700      91632     168       251       1072      673       505       385       49        331       3796      3546      6262      683       637       0         88        27        寒池丶千里烟波
冰心      80        1770      66199     112       234       1158      932       663       483       17        338       3038      2062      3802      881       438       0         67        0         嬅灬染染
魍魉      80        6120      91293     195       234       534       315       2558      839       0         410       4105      1323      1741      1731      2774      0         0         231       肉松饼丶
冰心      80        3200      81565     140       236       1063      771       512       452       42        330       3350      2940      5763      724       368       0         28        0         暖阁居佳人丷
天机      80        4900      87466     148       251       846       487       2971      1451      0         453       5989      810       1748      1504      1978      0         27        128       大侨丶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
天机      80        4999      86241     133       234       722       488       2630      1533      0         452       5472      798       1670      1847      2289      0         24        93        衰得掉渣
冰心      80        3500      82094     140       235       1039      787       674       567       44        330       3629      3710      5367      666       142       0         24        0         寻墨丶
弈剑      80        3300      76442     156       234       1342      571       1544      763       0         390       3170      3002      2531      1228      1016      0         0         0         鹰煌至尊灬雷少
弈剑      80        10000     97649     195       238       2254      1072      839       655       44        336       4603      3206      5082      975       1102      0         20        0         牧爺
鬼墨      80        2899      79807     136       240       1416      713       870       477       34        340       3404      3262      5101      1128      439       0         25        0         骑着小猪逛大街
幽篁      80        3000      78225     107       236       1825      718       614       293       36        338       3137      3067      5196      691       401       8         48        22        对窗寒竹雨潇潇
弈剑      80        4399      82738     143       239       1181      428       2214      1015      0         466       3255      2285      2486      1768      2055      0         56        32        南涫俊俊
弈剑      80        3500      81414     126       236       1055      432       2068      787       0         472       3249      2049      2457      2185      2462      0         0         0         酔丶流年
冰心      80        2800      75935     98        234       1155      855       531       428       38        333       3190      3192      4670      563       383       0         0         0         丶尐玖
翎羽      80        4500      90649     195       235       735       455       3196      1855      0         456       3371      1112      1641      1751      438       0         27        0         丷大象艾德蒙丷
弈剑      80        3200      80453     124       235       2999      1187      668       449       16        422       2520      2039      3279      1766      2046      0         19        60        走过路过
冰心      80        3800      81171     133       240       1081      763       497       497       39        346       3578      3273      4620      662       572       0         0         0         丷逍遥丷
翎羽      80        2325      70736     113       234       619       365       2558      1343      0         416       3898      677       585       956       833       0         0         0         辰歌丶
冰心      80        8500      98859     195       240       1141      862       660       526       50        330       4455      3946      5590      880       614       0         21        0         柳记清明
冰心      80        3420      80660     150       234       1135      794       602       484       36        336       4033      3385      4617      853       391       0         0         0         上官灬翎児
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
云麓      80        7500      84302     132       236       3608      1985      844       569       56        338       1796      1228      4412      1831      307       0         0         0         丿灬星
太虚      80        3600      84817     153       235       3460      1783      732       393       40        330       2361      2300      3469      1740      1805      0         0         93        丷江有汜
翎羽      80        6140      94764     195       252       835       454       3430      1863      0         442       3757      1270      1598      2058      456       50        63        0         一根穿云贱丶
魍魉      80        5000      85192     156       247       571       293       2039      631       0         436       3781      1190      1348      2446      2431      0         0         22        子芸
弈剑      80        3200      82846     143       236       1486      563       1996      913       0         461       2847      2433      3188      1612      2066      0         0         20        浅酌灬鈈録燊
冰心      80        4000      75139     138       235       1257      871       631       499       44        348       3112      3265      5011      798       462       0         24        0         乄暧昧丷
天机      80        3850      87749     150       241       757       502       2456      1243      0         454       6045      894       1969      1575      1954      0         234       27        流火千重
冰心      80        6400      95955     195       253       1411      910       571       422       48        334       3833      3827      6160      799       361       0         18        0         乄慕露灬
冰心      80        7500      80493     140       234       1738      960       490       429       48        334       3027      2876      5263      885       566       0         39        0         风君乀
天机      80        5100      84202     153       243       722       440       2812      1479      0         438       5025      560       1384      1952      528       25        61        0         闲饮醉吟絮江湖
幽篁      80        8199      99509     195       238       2116      834       742       486       55        330       4130      3883      6537      721       180       0         49        24        乀小鱼儿
魍魉      80        5200      67307     66        234       749       437       887       577       57        338       4326      1453      1696      743       655       0         0         0         欧皇万年乀
云麓      80        3100      82985     141       234       3269      1480      983       597       45        335       1568      1262      3596      1634      613       0         43        66        玖岚妃零
天机      80        5000      83774     146       251       750       472       2743      1263      0         466       5293      897       2078      2310      2305      0         17        62        落丶單蒓
冰心      80        7200      90313     195       234       980       722       482       482       51        334       4004      3996      5448      763       490       0         0         0         宝贝你清醒一点
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
云麓      80        2900      78577     113       234       3246      1824      851       571       42        376       1690      1074      3672      2048      243       7         0         0         乄吴桐丶
天机      80        3990      77686     122       237       764       423       2298      1047      0         428       5822      1002      2382      1681      1649      0         174       0         丷深夜丶买醉
龙巫      80        8200      92713     195       234       792       513       2577      1139      0         445       5558      548       2143      1596      2581      0         117       345       阿燚丶
冰心      80        4700      88270     160       236       1181      828       484       394       41        330       3757      3488      5697      750       362       0         19        0         霓裳素暖心丶
冰心      80        5220      85740     135       234       1101      788       551       423       39        337       3762      4171      5275      823       756       0         23        31        沫乄婉婉灬
荒火      80        8700      92969     199       250       721       367       3205      1096      1         426       4481      739       1308      1364      2639      0         210       454       乄南乀
魍魉      80        3333      83169     159       238       598       310       1950      622       0         384       3849      2105      1801      1628      2247      0         24        0         丷咹静丶
弈剑      80        9500      101801    196       264       4041      1581      878       566       39        356       2835      2304      3822      1597      2601      0         0         307       乄青山為隱
云麓      80        3500      82724     126       234       3528      1447      910       561       42        338       1569      1108      3516      1475      1892      0         181       167       愤怒的小朋友
幽篁      80        6000      94692     196       237       3913      1657      687       413       41        351       2072      1776      3762      1560      2202      0         92        248       丿拾叁月
弈剑      80        4600      86164     122       234       1114      359       2110      1029      0         437       3042      2512      2994      2007      2295      0         0         73        雾淡轻烟
龙巫      80        6800      96093     168       252       892       579       2632      1202      0         465       5513      603       2545      1552      2136      0         404       228       汲無踪
太虚      80        2200      70673     113       234       2269      1066      566       295       34        330       2238      2215      3375      1292      1218      0         0         18        甜酒丶
荒火      80        5400      82480     155       234       754       349       3025      1062      0         430       4024      542       1329      1439      2169      0         22        293       秇淰丷
冰心      80        4000      69063     116       234       1250      825       550       358       32        330       2637      2275      4395      798       583       0         16        0         乄花非花丷
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
冰心      80        6500      88713     195       235       1151      700       479       441       45        336       3939      3593      5766      725       591       0         34        0         灬花伶丶
云麓      80        2500      68522     111       236       2812      1341      784       528       34        371       1714      1192      3112      1181      1227      0         0         0         福宫
幽篁      80        3600      87464     150       234       2004      690       650       325       32        351       3974      3960      5265      671       561       0         26        32        暴虐的山姆大叔
弈剑      80        8400      95800     195       239       1235      467       3067      1248      0         479       3519      2320      2834      2321      2295      6         0         168       乄雨落微凉
翎羽      80        4160      87187     153       236       744       441       3120      1858      0         473       3345      965       1414      1697      525       45        16        15        墨弦丶
魍魉      80        3600      86430     150       234       585       292       2199      612       0         435       4019      1859      1895      2050      2366      0         0         91        乄初遇
天机      80        7599      87417     195       257       755       456       2514      1374      0         450       5684      572       1414      2212      690       0         107       0         丨绚爤丶阳光
鬼墨      80        6500      94130     150       248       1425      534       897       474       42        369       5046      3301      6625      889       467       0         24        0         乄君妖篁乀
冰心      80        6500      90871     162       253       1245      820       589       402       50        330       4004      3713      5942      803       376       0         31        0         素衣白裙乀
幽篁      80        3280      86399     132       234       2255      966       693       398       34        354       3474      2830      5280      748       589       0         68        0         七忆丶
冰心      80        10000     95835     195       240       3350      2380      650       574       27        370       2722      1776      4277      2137      492       37        35        0         桃桃乌龙丶
冰心      80        3200      85489     150       234       1315      899       608       526       42        339       3217      3480      5397      701       425       0         24        0         浣漓丶
冰心      80        5999      91850     195       236       1182      756       586       396       38        330       4411      3850      5697      693       569       0         28        28        京墨
翎羽      80        5200      92272     196       240       785       489       3517      1906      0         477       3184      1081      1444      1736      324       84        0         0         筱筱靖丶
魍魉      80        3700      87048     159       234       506       299       2327      646       0         384       4460      1653      2357      1916      2515      0         0         90        丶招财猫丶
门派      等级      价格      装评      炼护      加护      大法      小法      大物      小物      疾语      追电      防御      回避      物防      命中      会心      万钧      御心      诛心      名称
冰心      80        8100      93963     195       240       1038      841       538       445       51        330       4164      3591      6282      888       800       0         20        0         乄青梔丶
天机      80        9600      94498     195       241       782       492       3047      1618      0         429       5787      621       1470      2208      615       68        309       0         乄踏歌青寒越丶
冰心      80        4850      88584     134       234       1495      1054      775       540       51        333       3917      2748      5770      904       438       0         55        0         丷一抹乄微笑
冰心      80        2650      77773     120       234       931       639       582       426       35        334       3178      2958      5111      827       605       0         0         0         傲娇的喵小黑乀
